roundid,matchid,team_initials,coach_name,line_up,shirt_number,player_name,event
201,1096,FRA,CAUDRON Raoul (FRA),N,0,Andre TASSIN,None
201,1096,MEX,LUQUE Juan (MEX),N,0,Jesus CASTRO,None
201,1096,FRA,CAUDRON Raoul (FRA),N,0,Nouma ANDOIRE,None
201,1096,MEX,LUQUE Juan (MEX),N,0,Felipe OLIVARES,None
201,1096,FRA,CAUDRON Raoul (FRA),N,0,Jean LAURENT,None
201,1096,MEX,LUQUE Juan (MEX),N,0,Raimundo RODRIGUEZ,None
201,1096,FRA,CAUDRON Raoul (FRA),N,0,Emile VEINANTE,None
201,1096,MEX,LUQUE Juan (MEX),N,0,Roberto GAYON,None
201,1096,MEX,LUQUE Juan (MEX),N,0,Francisco GARZA GUTIERREZ,None
201,1090,USA,MILLAR Bob (USA),S,0,Jimmy DOUGLAS,None
201,1090,BEL,GOETINCK Hector (BEL),S,0,Arnold BADJOU,None
201,1090,USA,MILLAR Bob (USA),S,0,Tom FLORIE,G45'
201,1090,BEL,GOETINCK Hector (BEL),S,0,Jean DE CLERQ,None
201,1090,USA,MILLAR Bob (USA),S,0,Jimmy GALLAGHER,None
201,1090,BEL,GOETINCK Hector (BEL),S,0,Jan DIDDENS,None
201,1090,USA,MILLAR Bob (USA),S,0,Billy GONSALVES,None
201,1090,BEL,GOETINCK Hector (BEL),S,0,Auguste HELLEMANS,None
201,1090,USA,MILLAR Bob (USA),S,0,Bart McGHEE,G23'
201,1090,BEL,GOETINCK Hector (BEL),S,0,Nikolaas HOYDONCKX,None
201,1090,USA,MILLAR Bob (USA),S,0,George MOORHOUSE,None
201,1090,BEL,GOETINCK Hector (BEL),S,0,Jacques MOESCHAL,None
201,1090,USA,MILLAR Bob (USA),S,0,Bert PATENAUDE,G69'
201,1090,BEL,GOETINCK Hector (BEL),S,0,Theodore NOUWENS,None
201,1090,USA,MILLAR Bob (USA),S,0,Ralph TRACY,None
201,1090,BEL,GOETINCK Hector (BEL),S,0,Fernand ADAMS,None
201,1090,USA,MILLAR Bob (USA),S,0,Alexander WOOD,None
201,1090,BEL,GOETINCK Hector (BEL),S,0,Louis VERSYP,None
201,1090,USA,MILLAR Bob (USA),S,0,Andrew AULD,None
201,1090,BEL,GOETINCK Hector (BEL),S,0,Bernard VOORHOOF,None
201,1090,USA,MILLAR Bob (USA),S,0,Jim BROWN,None
201,1090,BEL,GOETINCK Hector (BEL),S,0,Pierre BRAINE,None
201,1090,USA,MILLAR Bob (USA),N,0,Frank VAUGHN,None
201,1090,BEL,GOETINCK Hector (BEL),N,0,Alexis CHANTRAINE,None
201,1090,USA,MILLAR Bob (USA),N,0,Mike BOOKIE,None
201,1090,BEL,GOETINCK Hector (BEL),N,0,Jean DE BIE,None
201,1090,USA,MILLAR Bob (USA),N,0,Jim GENTLE,None
201,1090,BEL,GOETINCK Hector (BEL),N,0,Andre SAEYS,None
201,1090,USA,MILLAR Bob (USA),N,0,Phil SLONE,None
201,1090,BEL,GOETINCK Hector (BEL),N,0,Henri DE DEKEN,None
201,1090,USA,MILLAR Bob (USA),N,0,Arnie OLIVER,None
201,1090,BEL,GOETINCK Hector (BEL),N,0,Gerard DELBEKE,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milovan JAKSIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,JOEL,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Blagoje MARJANOVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,TEOPHILO,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Dragan MIHAJLOVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,POLY,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milorad ARSENIJEVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,FAUSTO,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Ivica BEK,G30'
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,PREGUINHO,G62'
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Momcilo DJOKIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,NILO,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milutin IVKOVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,BRILHANTE,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Djordje VUJADINOVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,ARAKEN,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Aleksandar TIRNANIC,G21'
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,HERMOGENES,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Branislav SEKULIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,ITALIA,None
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Ljubisa STEFANOVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,FERNANDO GIUDICELLI,None
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Dragan TOSIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,CARVALHO LEITE,None
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Milan STOJANOVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,BENEDICTO,None
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Teofilo SPASOJEVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,OSCARINO,None
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Branislav HRNJICEK,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,BENVENUTTO,None
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Vlastimir PETKOVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,DOCA,None
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Dragutin NAJDANOVIC,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,PAMPLONA,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,FORTES,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,MANOELZINHO,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,IVAN MARIZ,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,MODERATO,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,VELLOSO,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,ZE LUIS,None
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,RUSSINHO,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Ion LAPUSNEANU,None
201,1098,PER,BRU Francisco (ESP),S,0,Juan VALDIVIESO,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Ladislau RAFFINSKY,None
201,1098,PER,BRU Francisco (ESP),S,0,Alejandro VILLANUEVA,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Rudolf BUERGER,None
201,1098,PER,BRU Francisco (ESP),S,0,Julio LORES,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Adalbert DESU,G1'
201,1098,PER,BRU Francisco (ESP),S,0,Placido GALINDO,R70'
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Alfred EISENBEISSER,None
201,1098,PER,BRU Francisco (ESP),S,0,Domingo GARCIA,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Nicolae KOVACS,G89'
201,1098,PER,BRU Francisco (ESP),S,0,Jose Maria LAVALLE,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Constantin STANCIU,G79'
201,1098,PER,BRU Francisco (ESP),S,0,Mario DE LAS CASAS,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Adalbert STEINER,None
201,1098,PER,BRU Francisco (ESP),S,0,Alberto DENEGRI,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Emerich VOGL,None
201,1098,PER,BRU Francisco (ESP),S,0,Demetrio NEYRA,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Rudolf WETZER,None
201,1098,PER,BRU Francisco (ESP),S,0,Alberto SORIA,None
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Stefan BARBU,None
201,1098,PER,BRU Francisco (ESP),S,0,Luis SOUZA,G75'
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Iosif CZAKO,None
201,1098,PER,BRU Francisco (ESP),N,0,Jorge PARDON,None
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Ilile SUBASEANU,None
201,1098,PER,BRU Francisco (ESP),N,0,Jose FLORES,None
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Samuel ZAUBER,None
201,1098,PER,BRU Francisco (ESP),N,0,Antonio MAQUILON,None
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Corneliu ROBE,None
201,1098,PER,BRU Francisco (ESP),N,0,Lizardo NUE RODRIGUEZ,None
201,1098,PER,BRU Francisco (ESP),N,0,Julio QUINTANA,None
201,1098,PER,BRU Francisco (ESP),N,0,Arturo FERNANDEZ,None
201,1098,PER,BRU Francisco (ESP),N,0,Pablo PACHECO,None
201,1098,PER,BRU Francisco (ESP),N,0,Carlos CILLONIZ,None
201,1098,PER,BRU Francisco (ESP),N,0,Jorge GONGORA,None
201,1098,PER,BRU Francisco (ESP),N,0,Jorge SARMIENTO,None
201,1098,PER,BRU Francisco (ESP),N,0,Juan Alfonso VALLE,None
201,1098,PER,BRU Francisco (ESP),N,0,Eduardo ASTENGO,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Angel BOSSIO,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Alex THEPOT,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Francisco VARALLO,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Alex VILLAPLANE,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Pedro SUAREZ,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Lucien LAURENT,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Jose DELLA TORRE,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel CAPELLE,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Juan EVARISTO,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Augustin CHANTREL,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Mario EVARISTO,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Edmond DELFOUR,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Manuel FERREIRA,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel LANGILLER,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Roberto CERRO,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Ernest LIBERATI,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Ramon MUTTIS,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Andre MASCHINOT,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Luis MONTI,G81'
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Etienne MATTLER,None
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Natalio PERINETTI,None
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel PINEL,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Alejandro SCOPELLI,None
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Celestin DELMER,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Carlos SPADARO,None
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Andre TASSIN,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Carlos PEUCELLE,None
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Nouma ANDOIRE,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Rodolfo ORLANDINI,None
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Jean LAURENT,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Fernando PATERNOSTER,None
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Emile VEINANTE,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Adolfo ZUMELZU,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Guillermo STABILE,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Edmundo PIAGGIO,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Atilio DEMARIA,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Juan BOTASSO,None
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Alberto CHIVIDINI,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Roberto CORTES,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Isidoro SOTA,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Victor MORALES,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Luis PEREZ,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Tomas OJEDA,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Felipe ROSAS,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Ulises POIRIER,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Manuel ROSAS,W51'
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SAAVEDRA,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Jose RUIZ,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Carlos SCHNEBERGER,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Alfredo SANCHEZ,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SUBIABRE,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Juan CARRENO,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Arturo TORRES,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Roberto GAYON,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Carlos VIDAL,G3' G65'
201,1095,MEX,LUQUE Juan (MEX),S,0,Rafael GARZA,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Eberardo VILLALOBOS,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Hilario LOPEZ,None
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Humberto ELGUETA,None
201,1095,MEX,LUQUE Juan (MEX),S,0,Efrain AMEZCUA,None
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Guillermo RIVEROS,None
201,1095,MEX,LUQUE Juan (MEX),N,0,Oscar BONFIGLIO,None
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Arturo CODDOU,None
201,1095,MEX,LUQUE Juan (MEX),N,0,Dionisio MEJIA,None
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Horacio MUNOZ,None
201,1095,MEX,LUQUE Juan (MEX),N,0,Felipe OLIVARES,None
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Cesar ESPINOZA,None
201,1095,MEX,LUQUE Juan (MEX),N,0,Raimundo RODRIGUEZ,None
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Casimiro TORRES,None
201,1095,MEX,LUQUE Juan (MEX),N,0,Francisco GARZA GUTIERREZ,None
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Juan AGUILERA,None
201,1095,MEX,LUQUE Juan (MEX),N,0,Jesus CASTRO,None
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Guillermo ARELLANO,None
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Ernesto CHAPARRO,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milovan JAKSIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jesus BERMUDEZ,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Blagoje MARJANOVIC,G65'
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jose BUSTAMANTE,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Dragan MIHAJLOVIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Casiano CHAVARRIA,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Dragutin NAJDANOVIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Segundo DURANDAL,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Ljubisa STEFANOVIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Rene FERNANDEZ,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Djordje VUJADINOVIC,G85'
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Gumercindo GOMEZ,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Aleksandar TIRNANIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Diogenes LARA,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milorad ARSENIJEVIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Rafael MENDEZ,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Ivica BEK,G60' G67'
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jorge BALDERRAMA,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Momcilo DJOKIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Mario ALBORTA,None
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milutin IVKOVIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jorge ARGOTE,None
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Milan STOJANOVIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Miguel BRITO,None
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Teofilo SPASOJEVIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Jose NOYA,None
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Branislav HRNJICEK,None
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Miguel MURILLO,None
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Vlastimir PETKOVIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Luis REYES PENARANDA,None
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Dragan TOSIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Eduardo REYES ORTIZ,None
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Branislav SEKULIC,None
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Renato SAINZ,None
201,1097,USA,MILLAR Bob (USA),S,0,Jimmy DOUGLAS,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Modesto DENIS,None
201,1097,USA,MILLAR Bob (USA),S,0,Tom FLORIE,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Eusebio DIAZ,None
201,1097,USA,MILLAR Bob (USA),S,0,Jimmy GALLAGHER,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Diogenes DOMINGUEZ,None
201,1097,USA,MILLAR Bob (USA),S,0,Billy GONSALVES,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Romildo ETCHEVERRY,None
201,1097,USA,MILLAR Bob (USA),S,0,Bart McGHEE,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Delfin BENITEZ CACERES,None
201,1097,USA,MILLAR Bob (USA),S,0,George MOORHOUSE,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Aurelio GONZALEZ,None
201,1097,USA,MILLAR Bob (USA),S,0,Bert PATENAUDE,G10' G15' G50'
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Jose Leon MIRACCA,None
201,1097,USA,MILLAR Bob (USA),S,0,Ralph TRACY,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Lino NESSI,None
201,1097,USA,MILLAR Bob (USA),S,0,Alexander WOOD,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Quiterio OLMEDO,None
201,1097,USA,MILLAR Bob (USA),S,0,Andrew AULD,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Luis VARGAS PENA,None
201,1097,USA,MILLAR Bob (USA),S,0,Jim BROWN,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Francisco AGUIRRE,None
201,1097,USA,MILLAR Bob (USA),N,0,Frank VAUGHN,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Santiago BENITEZ,None
201,1097,USA,MILLAR Bob (USA),N,0,Mike BOOKIE,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Gerardo ROMERO,None
201,1097,USA,MILLAR Bob (USA),N,0,Jim GENTLE,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Eustaquio CHAMORRO,None
201,1097,USA,MILLAR Bob (USA),N,0,Phil SLONE,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Diego FLORENTIN,None
201,1097,USA,MILLAR Bob (USA),N,0,Arnie OLIVER,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Bernabe RIVERA,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Jacinto VILLALBA,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Amadeo ORTEGA,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Cayetano CARRERAS SAGUEIR,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Pedro BENITEZ,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Salvador FLORES,None
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Tranquilino GARCETE,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Enrique BALLESTRERO,None
201,1099,PER,BRU Francisco (ESP),S,0,Jorge PARDON,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Hector CASTRO,G60'
201,1099,PER,BRU Francisco (ESP),S,0,Luis SOUZA,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Pedro CEA,None
201,1099,PER,BRU Francisco (ESP),S,0,Eduardo ASTENGO,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Lorenzo FERNANDEZ,None
201,1099,PER,BRU Francisco (ESP),S,0,Mario DE LAS CASAS,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Alvaro GESTIDO,None
201,1099,PER,BRU Francisco (ESP),S,0,Alberto DENEGRI,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Victoriano IRIARTE,None
201,1099,PER,BRU Francisco (ESP),S,0,Placido GALINDO,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Jose ANDRADE,None
201,1099,PER,BRU Francisco (ESP),S,0,Jose Maria LAVALLE,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Pedro PETRONE,None
201,1099,PER,BRU Francisco (ESP),S,0,Antonio MAQUILON,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Domingo TEJERA,None
201,1099,PER,BRU Francisco (ESP),S,0,Demetrio NEYRA,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Santos URDINARAN,None
201,1099,PER,BRU Francisco (ESP),S,0,Alejandro VILLANUEVA,None
201,1099,URU,SUPPICI Alberto (URU),S,0,Jose NASAZZI,None
201,1099,PER,BRU Francisco (ESP),S,0,Julio LORES,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Juan Carlos CALVO,None
201,1099,PER,BRU Francisco (ESP),N,0,Lizardo NUE RODRIGUEZ,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Miguel CAPPUCCINI,None
201,1099,PER,BRU Francisco (ESP),N,0,Julio QUINTANA,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Conduelo PIRIZ,None
201,1099,PER,BRU Francisco (ESP),N,0,Arturo FERNANDEZ,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Angel MELOGNO,None
201,1099,PER,BRU Francisco (ESP),N,0,Pablo PACHECO,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Emilio RECOBA,None
201,1099,PER,BRU Francisco (ESP),N,0,Carlos CILLONIZ,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Carlos RIOLFO,None
201,1099,PER,BRU Francisco (ESP),N,0,Jorge GONGORA,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Zoilo SALDOMBIDE,None
201,1099,PER,BRU Francisco (ESP),N,0,Jorge SARMIENTO,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Hector SCARONE,None
201,1099,PER,BRU Francisco (ESP),N,0,Juan Alfonso VALLE,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Juan ANSELMO,None
201,1099,PER,BRU Francisco (ESP),N,0,Domingo GARCIA,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Ernesto MASCHERONI,None
201,1099,PER,BRU Francisco (ESP),N,0,Jose FLORES,None
201,1099,URU,SUPPICI Alberto (URU),N,0,Pablo DORADO,None
201,1099,PER,BRU Francisco (ESP),N,0,Juan VALDIVIESO,None
201,1099,PER,BRU Francisco (ESP),N,0,Alberto SORIA,None
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Roberto CORTES,None
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Alex THEPOT,None
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Guillermo RIVEROS,None
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Emile VEINANTE,None
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SAAVEDRA,None
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Alex VILLAPLANE,None
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Carlos SCHNEBERGER,None
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Etienne MATTLER,None
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SUBIABRE,G65'
